review_id,employee_id,review_date,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,work_life_balance,training_times_last_year,percent_salary_hike
REV-142155,20223,2023-12-10,3,4,1,1,3,2,1,13
REV-142156,20224,2009-12-08,5,4,4,1,1,3,3,22
REV-142157,20224,2010-12-10,4,3,4,2,1,2,3,22
REV-142158,20224,2011-12-13,4,4,4,1,1,2,5,22
REV-142159,20224,2012-12-18,4,3,5,1,2,2,5,25
REV-142160,20224,2013-12-25,3,4,5,2,2,3,5,25
REV-142161,20224,2014-12-09,4,4,3,1,1,1,3,25
REV-142162,20224,2015-12-13,4,4,4,1,1,3,5,24
REV-142163,20224,2016-12-04,3,4,3,2,2,2,3,22
REV-142164,20224,2017-12-22,3,5,5,1,2,1,5,25
REV-142165,20224,2018-12-11,5,4,4,1,1,2,3,24
REV-142166,20224,2019-12-16,4,4,4,1,1,1,3,22
REV-142167,20224,2020-12-23,4,3,4,1,1,2,5,25
REV-142168,20224,2021-12-10,4,4,4,1,1,2,3,24
REV-142169,20224,2022-12-03,4,3,5,1,1,2,4,22
REV-142170,20224,2023-12-10,3,3,3,1,1,2,5,22
REV-142171,20225,2021-12-18,3,2,4,3,4,2,2,13
REV-142172,20225,2022-12-25,2,4,3,3,3,2,4,11
REV-142173,20225,2023-12-01,3,3,4,4,3,2,2,13
REV-142174,20226,2013-12-03,2,4,3,1,3,3,3,19
REV-142175,20226,2014-12-02,4,4,3,1,3,4,2,17
REV-142176,20226,2015-12-23,3,5,4,1,2,3,2,19
REV-142177,20226,2016-12-26,3,3,3,1,2,3,2,19
REV-142178,20226,2017-12-16,4,4,3,1,3,2,2,17
REV-142179,20226,2018-12-19,3,4,3,1,2,3,3,21
REV-142180,20226,2019-12-13,3,4,3,2,2,2,2,19
REV-142181,20226,2020-12-16,4,4,3,2,3,4,3,21
REV-142182,20226,2021-12-08,2,3,3,1,2,3,2,17
REV-142183,20226,2022-12-19,4,5,3,1,2,3,2,19
REV-142184,20226,2023-12-10,4,4,3,1,2,4,2,19
REV-142185,20227,2017-12-22,2,2,3,2,3,4,4,18
REV-142186,20227,2018-12-02,2,3,4,2,3,2,3,16
REV-142187,20227,2019-12-19,3,3,4,2,3,3,2,14
REV-142188,20227,2020-12-19,3,3,4,2,3,3,2,18
REV-142189,20227,2021-12-22,3,3,4,2,3,3,4,16
REV-142190,20227,2022-12-05,3,3,4,2,2,4,4,18
REV-142191,20227,2023-12-24,4,3,5,2,3,3,3,14
REV-142192,20228,1988-12-01,3,1,5,3,4,2,1,16
REV-142193,20228,1989-12-07,3,1,3,3,3,4,2,12
REV-142194,20228,1990-12-03,3,1,4,2,3,3,3,12
REV-142195,20228,1991-12-13,2,2,4,2,3,3,3,16
REV-142196,20228,1992-12-25,3,1,4,3,3,3,1,12
REV-142197,20228,1993-12-22,3,2,3,2,3,2,1,12
REV-142198,20228,1994-12-04,2,1,4,3,2,3,2,12
REV-142199,20228,1995-12-11,3,1,4,4,2,4,1,16
REV-142200,20228,1996-12-23,3,1,4,3,3,3,2,14
REV-142201,20228,1997-12-24,3,1,4,3,2,4,2,14
REV-142202,20228,1998-12-01,4,2,4,4,2,3,3,16
REV-142203,20228,1999-12-08,3,1,5,3,3,4,2,16
REV-142204,20228,2000-12-12,4,1,3,3,2,4,3,16
REV-142205,20228,2001-12-09,4,1,4,3,4,3,1,16
REV-142206,20228,2002-12-27,2,1,3,2,3,3,1,16
REV-142207,20228,2003-12-03,3,1,5,4,3,2,3,16
REV-142208,20228,2004-12-14,3,2,4,3,3,3,3,12
REV-142209,20228,2005-12-19,3,2,4,4,4,3,3,14
REV-142210,20228,2006-12-19,3,1,3,3,3,3,2,14
REV-142211,20228,2007-12-09,3,1,5,3,3,3,1,14
REV-142212,20228,2008-12-12,3,1,4,4,3,3,1,12
REV-142213,20228,2009-12-22,2,1,4,2,3,2,2,12
REV-142214,20228,2010-12-21,3,1,4,2,3,3,2,16
REV-142215,20228,2011-12-21,3,1,5,3,3,4,3,16
REV-142216,20228,2012-12-21,2,1,3,3,3,4,2,16
REV-142217,20228,2013-12-10,3,1,3,3,3,2,3,12
REV-142218,20228,2014-12-03,3,2,4,3,2,2,1,16
REV-142219,20228,2015-12-10,3,1,3,3,3,2,1,16
REV-142220,20228,2016-12-08,3,1,4,4,3,3,1,12
REV-142221,20228,2017-12-15,4,1,4,3,4,4,1,16
REV-142222,20228,2018-12-21,3,2,4,3,4,3,2,14
REV-142223,20228,2019-12-22,3,1,3,4,3,4,3,14
REV-142224,20228,2020-12-03,2,2,3,2,3,3,2,16
REV-142225,20228,2021-12-17,3,1,5,3,3,3,3,16
REV-142226,20228,2022-12-19,3,1,4,3,4,4,1,14
REV-142227,20228,2023-12-07,3,1,5,2,3,4,1,14
REV-142228,20229,2023-12-19,4,2,1,3,1,4,2,15
REV-142229,20230,2017-12-17,4,4,1,1,3,4,1,11
REV-142230,20230,2018-12-02,3,3,1,1,3,3,2,13
REV-142231,20230,2019-12-09,3,4,2,1,3,3,3,13
REV-142232,20230,2020-12-07,3,4,2,1,3,3,3,15
REV-142233,20230,2021-12-24,4,4,2,1,3,3,2,15
REV-142234,20230,2022-12-05,4,4,1,2,2,2,1,15
REV-142235,20230,2023-12-01,3,4,1,2,3,3,3,11
REV-142236,20231,2016-12-20,4,1,1,3,4,3,3,22
REV-142237,20231,2017-12-08,5,1,2,3,3,3,3,22
REV-142238,20231,2018-12-13,4,1,1,3,3,3,4,25
REV-142239,20231,2019-12-21,4,1,2,3,3,3,2,25
REV-142240,20231,2020-12-13,5,1,1,2,4,3,2,22
REV-142241,20231,2021-12-05,4,1,1,3,4,3,4,25
REV-142242,20231,2022-12-16,4,1,2,2,4,2,4,22
REV-142243,20231,2023-12-12,5,1,1,2,4,3,2,25
REV-142244,20232,2014-12-27,3,4,2,4,4,3,4,20
REV-142245,20232,2015-12-21,4,4,2,4,3,2,2,20
REV-142246,20232,2016-12-13,4,4,2,4,3,2,4,22
REV-142247,20232,2017-12-14,5,4,1,3,3,1,3,22
REV-142248,20232,2018-12-11,3,4,1,5,4,1,2,20
REV-142249,20232,2019-12-01,4,4,2,5,3,2,3,20
REV-142250,20232,2020-12-08,4,4,2,4,3,2,2,24
REV-142251,20232,2021-12-13,4,4,2,3,3,2,4,20
REV-142252,20232,2022-12-14,3,4,2,4,3,2,2,22
REV-142253,20232,2023-12-03,5,5,1,4,3,1,4,22
REV-142254,20233,2016-12-14,4,5,3,2,3,1,3,20
REV-142255,20233,2017-12-24,4,4,3,3,2,2,1,18
REV-142256,20233,2018-12-11,4,5,3,2,4,1,2,20
REV-142257,20233,2019-12-24,3,4,3,2,3,2,2,22
REV-142258,20233,2020-12-24,3,4,3,2,3,2,2,18
REV-142259,20233,2021-12-14,3,4,3,2,3,3,1,22
REV-142260,20233,2022-12-06,4,4,3,2,3,2,1,22
REV-142261,20233,2023-12-07,3,5,3,3,2,1,3,20
REV-142262,20234,2023-12-09,4,3,3,1,3,2,2,20
REV-142263,20235,2018-12-19,4,2,3,3,2,3,5,11
REV-142264,20235,2019-12-12,4,3,4,3,2,3,5,11
REV-142265,20235,2020-12-04,2,3,2,3,2,4,4,11
REV-142266,20235,2021-12-11,3,3,3,3,3,2,5,11
REV-142267,20235,2022-12-22,3,3,3,3,3,2,4,11
REV-142268,20235,2023-12-06,3,4,2,3,3,2,5,11
REV-142269,20236,2022-12-08,3,3,3,3,4,2,1,15
REV-142270,20236,2023-12-13,4,4,4,4,4,4,3,15
REV-142271,20237,1998-12-02,5,1,2,1,3,4,2,21
REV-142272,20237,1999-12-27,4,1,4,1,2,4,2,21
REV-142273,20237,2000-12-14,3,2,3,2,3,3,3,21
REV-142274,20237,2001-12-24,4,2,4,1,2,3,3,23
REV-142275,20237,2002-12-10,4,2,4,1,2,3,2,21
REV-142276,20237,2003-12-14,3,1,3,1,3,2,1,25
REV-142277,20237,2004-12-27,4,1,3,1,3,2,3,21
REV-142278,20237,2005-12-24,4,1,2,1,3,3,2,23
REV-142279,20237,2006-12-17,5,1,2,2,4,3,2,21
REV-142280,20237,2007-12-23,3,1,3,1,3,4,2,25
REV-142281,20237,2008-12-22,4,1,4,2,2,3,2,23
REV-142282,20237,2009-12-15,3,1,4,1,3,3,1,25
REV-142283,20237,2010-12-12,4,1,2,2,3,3,3,23
REV-142284,20237,2011-12-08,4,1,3,1,4,2,3,21
REV-142285,20237,2012-12-17,5,1,3,2,3,3,2,21
REV-142286,20237,2013-12-09,5,1,3,1,3,3,1,25
REV-142287,20237,2014-12-15,4,1,4,1,3,4,3,25
REV-142288,20237,2015-12-26,3,1,2,1,2,3,1,21
REV-142289,20237,2016-12-26,4,1,3,1,3,2,1,21
REV-142290,20237,2017-12-17,4,1,2,1,3,2,3,21
REV-142291,20237,2018-12-18,4,1,3,1,3,4,2,23
REV-142292,20237,2019-12-16,3,2,4,1,3,2,2,25
REV-142293,20237,2020-12-12,5,1,3,2,3,4,1,23
REV-142294,20237,2021-12-21,3,1,3,1,3,4,3,25
REV-142295,20237,2022-12-11,4,1,3,1,3,2,2,25
REV-142296,20237,2023-12-22,4,1,3,1,3,3,1,25
REV-142297,20238,2020-12-07,4,4,1,3,1,2,2,20
REV-142298,20238,2021-12-24,3,4,3,3,2,1,1,24
REV-142299,20238,2022-12-04,4,4,2,2,1,2,1,24
REV-142300,20238,2023-12-07,3,4,2,4,1,1,2,20
REV-142301,20239,2020-12-17,4,1,1,4,3,3,3,15
REV-142302,20239,2021-12-13,3,1,1,3,2,1,3,15
REV-142303,20239,2022-12-20,4,2,1,3,2,3,3,13
REV-142304,20239,2023-12-17,3,2,1,2,2,2,4,13
REV-142305,20240,2021-12-23,3,1,1,4,3,3,4,13
REV-142306,20240,2022-12-04,4,1,1,4,4,2,2,15
REV-142307,20240,2023-12-25,4,1,1,3,4,3,3,17
REV-142308,20241,2023-12-02,4,2,5,3,2,4,1,11
REV-142309,20242,2021-12-26,3,1,4,2,3,3,3,16
REV-142310,20242,2022-12-24,3,1,4,2,4,4,2,12
REV-142311,20242,2023-12-10,4,1,4,2,4,3,3,12
REV-142312,20243,2017-12-21,3,1,3,1,2,3,2,11
REV-142313,20243,2018-12-03,3,1,4,1,2,3,2,11
REV-142314,20243,2019-12-25,3,1,3,1,1,4,3,11
REV-142315,20243,2020-12-19,2,1,3,1,1,3,2,13
REV-142316,20243,2021-12-01,3,1,3,2,3,2,2,11
REV-142317,20243,2022-12-03,3,1,3,1,2,2,2,11
REV-142318,20243,2023-12-26,4,1,4,1,1,3,1,11
REV-142319,20244,2010-12-10,3,4,3,4,3,3,4,11
REV-142320,20244,2011-12-06,2,3,3,4,3,3,4,12
REV-142321,20244,2012-12-06,3,4,3,4,2,3,5,14
REV-142322,20244,2013-12-10,4,2,3,4,3,4,6,11
REV-142323,20244,2014-12-14,2,4,4,4,3,2,5,11
REV-142324,20244,2015-12-12,3,3,3,4,3,3,4,11
REV-142325,20244,2016-12-08,3,3,2,4,4,3,5,11
REV-142326,20244,2017-12-26,3,3,2,3,3,3,4,12
REV-142327,20244,2018-12-22,4,3,2,4,3,3,4,14
REV-142328,20244,2019-12-11,2,3,2,4,3,3,5,12
REV-142329,20244,2020-12-06,3,3,3,4,4,3,5,14
REV-142330,20244,2021-12-10,3,4,4,3,2,3,4,11
REV-142331,20244,2022-12-06,3,3,3,4,4,3,4,12
REV-142332,20244,2023-12-16,3,2,3,4,3,3,5,11
REV-142333,20245,2005-12-20,3,3,4,2,4,4,3,17
REV-142334,20245,2006-12-11,3,4,3,3,4,4,3,21
REV-142335,20245,2007-12-22,2,3,3,3,3,4,2,17
REV-142336,20245,2008-12-05,3,3,3,4,4,4,2,21
REV-142337,20245,2009-12-22,3,3,4,3,4,4,2,17
REV-142338,20245,2010-12-14,4,3,2,3,4,4,2,21
REV-142339,20245,2011-12-12,4,3,3,3,4,4,2,17
REV-142340,20245,2012-12-05,3,3,3,3,4,4,4,17
REV-142341,20245,2013-12-07,2,2,3,3,4,4,4,21
REV-142342,20245,2014-12-21,2,3,3,3,4,4,3,19
REV-142343,20245,2015-12-05,3,3,4,4,4,4,2,17
REV-142344,20245,2016-12-19,3,3,3,3,3,4,2,17
REV-142345,20245,2017-12-11,3,2,2,3,4,4,3,19
REV-142346,20245,2018-12-14,3,4,3,3,4,3,3,21
REV-142347,20245,2019-12-16,3,2,3,3,4,4,2,19
REV-142348,20245,2020-12-02,3,3,3,2,3,3,4,17
REV-142349,20245,2021-12-21,3,3,2,3,4,4,3,21
REV-142350,20245,2022-12-07,2,3,3,3,4,4,4,17
REV-142351,20245,2023-12-26,3,4,2,4,4,3,3,21
REV-142352,20246,2019-12-27,4,3,1,2,2,2,2,20
REV-142353,20246,2020-12-14,4,4,1,3,2,3,3,22
REV-142354,20246,2021-12-05,4,2,1,2,2,2,1,18
REV-142355,20246,2022-12-10,4,3,1,3,3,3,1,18
REV-142356,20246,2023-12-22,5,3,2,2,1,4,2,18
REV-142357,20247,2022-12-22,4,4,4,4,2,3,2,21
REV-142358,20247,2023-12-25,2,3,4,4,3,2,2,19
REV-142359,20248,2023-12-23,3,4,1,4,2,2,2,11
REV-142360,20249,2023-12-21,4,1,4,4,1,3,5,11
REV-142361,20250,2009-12-15,2,4,3,4,2,3,1,11
REV-142362,20250,2010-12-11,2,3,3,4,1,2,1,15
REV-142363,20250,2011-12-24,4,3,2,3,2,4,3,15
REV-142364,20250,2012-12-04,4,4,2,4,3,3,1,15
REV-142365,20250,2013-12-11,3,3,1,3,1,2,2,13
REV-142366,20250,2014-12-09,3,4,2,4,2,3,2,15
REV-142367,20250,2015-12-11,3,3,2,4,2,4,3,13
REV-142368,20250,2016-12-13,2,4,1,5,1,3,2,11
REV-142369,20250,2017-12-05,3,3,2,4,1,3,1,11
REV-142370,20250,2018-12-03,3,4,2,5,2,2,2,11
REV-142371,20250,2019-12-27,3,2,2,5,2,2,3,15
REV-142372,20250,2020-12-15,3,2,3,5,1,3,1,11
REV-142373,20250,2021-12-10,3,3,3,4,2,4,2,11
REV-142374,20250,2022-12-26,3,3,2,5,2,4,2,15
REV-142375,20250,2023-12-23,2,4,2,4,2,3,3,15
REV-142376,20251,2015-12-17,3,4,4,2,3,3,0,15
REV-142377,20251,2016-12-26,3,4,3,2,3,2,1,15
REV-142378,20251,2017-12-16,3,5,4,3,3,4,0,15
REV-142379,20251,2018-12-23,2,4,4,3,4,3,1,15
REV-142380,20251,2019-12-05,3,3,5,2,3,2,0,15
REV-142381,20251,2020-12-17,3,3,4,2,2,2,0,17
REV-142382,20251,2021-12-24,2,4,3,3,3,3,0,17
REV-142383,20251,2022-12-24,4,4,4,3,3,4,0,15
REV-142384,20251,2023-12-12,4,4,5,3,2,4,0,17
REV-142385,20252,2015-12-03,4,4,2,4,3,3,1,16
REV-142386,20252,2016-12-03,3,4,2,2,4,3,2,16
REV-142387,20252,2017-12-15,4,4,2,3,3,3,3,18
REV-142388,20252,2018-12-02,2,4,3,3,3,3,1,16
REV-142389,20252,2019-12-11,3,3,4,4,2,2,2,18
REV-142390,20252,2020-12-06,3,4,3,4,3,3,1,16
REV-142391,20252,2021-12-17,3,5,4,4,4,3,3,18
REV-142392,20252,2022-12-23,3,3,4,3,4,3,3,18
REV-142393,20252,2023-12-14,2,5,2,3,2,3,1,18
REV-142394,20253,2015-12-08,4,1,2,4,3,2,3,25
REV-142395,20253,2016-12-09,5,2,2,4,3,3,2,25
REV-142396,20253,2017-12-25,5,1,2,4,3,3,2,23
REV-142397,20253,2018-12-24,4,1,2,4,2,2,3,23
REV-142398,20253,2019-12-26,4,2,2,5,3,4,3,21
REV-142399,20253,2020-12-02,5,1,2,4,3,3,3,23
REV-142400,20253,2021-12-20,5,1,2,3,4,3,3,21
REV-142401,20253,2022-12-25,4,1,2,3,3,4,3,23
REV-142402,20253,2023-12-22,3,2,1,4,3,3,2,21
REV-142403,20254,2019-12-18,4,4,4,3,2,4,2,11
REV-142404,20254,2020-12-27,3,4,4,3,1,3,1,11
REV-142405,20254,2021-12-18,3,5,4,2,2,2,1,11
REV-142406,20254,2022-12-02,3,5,4,2,3,4,2,11
REV-142407,20254,2023-12-11,3,4,4,3,2,4,1,11
REV-142408,20255,1993-12-13,4,2,4,3,3,3,6,17
REV-142409,20255,1994-12-04,3,4,4,3,2,3,4,19
REV-142410,20255,1995-12-18,3,3,4,4,2,2,5,15
REV-142411,20255,1996-12-19,3,3,4,4,2,2,5,17
REV-142412,20255,1997-12-08,2,3,4,3,2,3,6,15
REV-142413,20255,1998-12-19,3,4,4,4,2,3,4,17
REV-142414,20255,1999-12-11,4,2,5,3,3,3,4,17
REV-142415,20255,2000-12-27,2,2,3,3,3,2,6,17
REV-142416,20255,2001-12-03,3,2,5,3,3,3,4,17
REV-142417,20255,2002-12-20,4,2,3,3,2,4,6,15
REV-142418,20255,2003-12-25,3,3,4,4,2,2,5,19
REV-142419,20255,2004-12-08,4,3,4,2,3,3,5,15
REV-142420,20255,2005-12-01,3,3,3,4,2,4,5,15
REV-142421,20255,2006-12-10,3,3,4,3,2,3,5,17
REV-142422,20255,2007-12-08,2,3,4,3,1,2,6,19
REV-142423,20255,2008-12-05,3,3,5,4,2,3,6,19
REV-142424,20255,2009-12-26,3,3,5,3,3,2,4,17
REV-142425,20255,2010-12-03,3,3,5,2,2,2,4,17
REV-142426,20255,2011-12-17,4,4,4,2,2,4,4,17
REV-142427,20255,2012-12-22,3,2,4,3,2,3,6,19
REV-142428,20255,2013-12-01,2,4,5,3,3,2,5,15
REV-142429,20255,2014-12-16,2,3,4,3,2,3,5,19
REV-142430,20255,2015-12-25,3,3,4,3,2,3,4,19
REV-142431,20255,2016-12-25,3,3,4,3,2,4,4,17
REV-142432,20255,2017-12-01,4,3,3,2,2,4,6,15
REV-142433,20255,2018-12-12,4,3,4,3,1,3,6,17
REV-142434,20255,2019-12-16,3,2,4,4,2,3,5,15
REV-142435,20255,2020-12-06,2,3,4,3,2,3,4,19
REV-142436,20255,2021-12-24,3,2,5,3,2,3,5,17
REV-142437,20255,2022-12-03,2,3,4,4,2,4,4,17
REV-142438,20255,2023-12-02,2,3,4,3,2,2,5,15
REV-142439,20256,2018-12-07,4,5,3,4,4,2,6,20
REV-142440,20256,2019-12-15,5,4,3,4,3,3,5,22
REV-142441,20256,2020-12-27,4,4,4,4,4,3,5,20
REV-142442,20256,2021-12-21,4,4,4,3,3,3,4,22
REV-142443,20256,2022-12-15,3,5,3,2,3,2,6,20
REV-142444,20256,2023-12-24,3,5,4,4,3,3,6,22
REV-142445,20257,2010-12-17,4,3,1,1,2,3,2,21
REV-142446,20257,2011-12-19,4,4,1,1,2,2,4,23
REV-142447,20257,2012-12-19,3,4,1,2,2,2,4,23
REV-142448,20257,2013-12-09,4,5,1,1,3,2,3,21
REV-142449,20257,2014-12-04,5,4,1,1,3,3,3,21
REV-142450,20257,2015-12-18,3,5,1,1,3,2,4,23
REV-142451,20257,2016-12-25,4,4,1,1,3,3,4,23
REV-142452,20257,2017-12-21,4,4,2,2,4,2,4,23
REV-142453,20257,2018-12-11,4,4,1,1,2,1,3,21
REV-142454,20257,2019-12-24,4,5,1,1,3,2,4,23
REV-142455,20257,2020-12-26,4,5,2,2,3,1,3,21
REV-142456,20257,2021-12-20,3,4,1,1,4,2,3,23
REV-142457,20257,2022-12-21,4,5,1,1,3,3,2,21
REV-142458,20257,2023-12-22,4,4,1,1,3,1,4,19
REV-142459,20258,2010-12-25,3,5,4,3,1,3,2,13
REV-142460,20258,2011-12-13,4,3,3,2,1,2,2,11
REV-142461,20258,2012-12-23,3,4,4,4,1,2,1,11
REV-142462,20258,2013-12-07,4,4,4,4,1,3,3,11
REV-142463,20258,2014-12-07,4,4,3,3,1,2,2,11
REV-142464,20258,2015-12-17,2,3,3,3,1,2,2,11
REV-142465,20258,2016-12-16,2,4,3,3,1,2,2,11
REV-142466,20258,2017-12-06,2,4,3,4,2,2,3,11
REV-142467,20258,2018-12-09,3,4,4,3,1,3,3,11
REV-142468,20258,2019-12-09,2,4,4,3,1,2,3,11
REV-142469,20258,2020-12-15,4,5,5,3,1,2,1,11
REV-142470,20258,2021-12-13,3,4,4,3,1,3,1,11
REV-142471,20258,2022-12-10,3,4,4,4,1,2,3,11
REV-142472,20258,2023-12-19,4,4,4,4,1,1,2,13
REV-142473,20260,2013-12-27,3,2,4,5,2,2,3,21
REV-142474,20260,2014-12-14,4,2,4,4,2,1,3,17
REV-142475,20260,2015-12-25,3,2,4,3,2,1,4,21
REV-142476,20260,2016-12-04,3,2,5,4,2,1,3,19
REV-142477,20260,2017-12-25,2,2,4,3,1,1,4,21
REV-142478,20260,2018-12-20,3,2,4,4,2,1,4,21
REV-142479,20260,2019-12-04,2,2,3,4,2,1,4,21
REV-142480,20260,2020-12-21,3,2,3,4,2,1,3,21
REV-142481,20260,2021-12-02,2,1,4,3,3,2,4,19
REV-142482,20260,2022-12-07,3,3,3,4,1,1,3,21
REV-142483,20260,2023-12-16,3,2,4,4,2,2,4,17
REV-142484,20261,2003-12-27,4,4,3,4,3,3,2,19
REV-142485,20261,2004-12-08,4,4,4,4,3,4,1,23
REV-142486,20261,2005-12-24,4,4,2,4,3,3,2,19
REV-142487,20261,2006-12-12,3,5,2,5,4,3,2,19
REV-142488,20261,2007-12-18,5,4,4,4,3,3,2,19
REV-142489,20261,2008-12-07,3,4,3,4,3,3,3,23
REV-142490,20261,2009-12-12,3,4,3,4,3,3,3,19
REV-142491,20261,2010-12-25,4,4,4,5,2,3,3,21
REV-142492,20261,2011-12-07,4,5,2,4,3,3,2,19
REV-142493,20261,2012-12-20,4,4,4,5,4,3,3,23
REV-142494,20261,2013-12-23,5,3,4,3,2,2,2,21
REV-142495,20261,2014-12-16,4,4,2,4,3,3,2,19
REV-142496,20261,2015-12-05,4,3,3,5,2,3,3,21
REV-142497,20261,2016-12-03,5,4,3,4,3,3,3,19
REV-142498,20261,2017-12-08,4,5,3,4,3,3,1,21
REV-142499,20261,2018-12-26,4,5,3,5,3,3,1,23
REV-142500,20261,2019-12-07,3,4,3,4,2,3,1,23
REV-142501,20261,2020-12-12,4,5,3,4,3,4,2,19
REV-142502,20261,2021-12-07,4,4,3,4,3,3,3,21
REV-142503,20261,2022-12-14,4,4,2,4,3,3,2,21
REV-142504,20261,2023-12-01,4,3,3,4,3,3,3,23
REV-142505,20262,2019-12-18,2,1,5,3,2,3,4,13
REV-142506,20262,2020-12-22,3,1,4,3,3,2,6,13
REV-142507,20262,2021-12-07,3,1,4,3,3,3,4,13
REV-142508,20262,2022-12-24,3,1,4,3,3,2,4,11
REV-142509,20262,2023-12-06,3,1,3,4,3,3,4,11
REV-142510,20263,2023-12-02,3,4,1,3,2,4,2,13
REV-142511,20264,2003-12-06,3,4,3,4,2,3,2,21
REV-142512,20264,2004-12-08,5,4,3,5,3,2,1,21
REV-142513,20264,2005-12-09,5,4,3,4,4,3,3,23
REV-142514,20264,2006-12-01,5,4,3,4,2,3,1,21
REV-142515,20264,2007-12-07,4,4,4,4,2,3,2,21
REV-142516,20264,2008-12-05,4,4,4,4,4,3,1,23
REV-142517,20264,2009-12-25,4,5,4,3,3,4,3,19
REV-142518,20264,2010-12-01,4,4,4,4,3,3,2,21
REV-142519,20264,2011-12-27,4,4,3,4,4,3,2,23
REV-142520,20264,2012-12-21,4,4,4,4,4,3,1,19
REV-142521,20264,2013-12-08,4,4,3,5,2,3,1,19
REV-142522,20264,2014-12-15,4,4,3,4,3,3,2,19
REV-142523,20264,2015-12-15,4,4,3,4,3,4,2,21
REV-142524,20264,2016-12-07,4,4,3,4,2,3,1,21
REV-142525,20264,2017-12-07,4,5,3,3,2,3,3,19
REV-142526,20264,2018-12-11,4,3,3,4,4,3,1,21
REV-142527,20264,2019-12-09,3,5,3,4,3,3,1,19
REV-142528,20264,2020-12-03,4,3,3,5,4,3,2,23
REV-142529,20264,2021-12-26,5,4,3,3,3,2,1,23
REV-142530,20264,2022-12-18,4,4,3,4,2,3,3,23
REV-142531,20264,2023-12-08,3,4,4,5,2,3,2,23
REV-142532,20265,2006-12-22,3,2,1,3,3,3,2,18
REV-142533,20265,2007-12-23,3,2,2,2,4,3,2,14
REV-142534,20265,2008-12-02,3,1,1,2,2,3,2,16
REV-142535,20265,2009-12-19,2,1,3,3,3,3,1,14
REV-142536,20265,2010-12-18,3,1,2,2,3,2,1,18
REV-142537,20265,2011-12-01,4,1,2,2,4,3,3,18
REV-142538,20265,2012-12-21,3,1,2,2,2,3,2,18
REV-142539,20265,2013-12-16,4,2,1,2,2,3,3,16
REV-142540,20265,2014-12-02,3,1,2,2,3,3,1,16
REV-142541,20265,2015-12-20,4,1,2,1,3,2,1,16
REV-142542,20265,2016-12-01,2,1,2,3,3,3,1,14
REV-142543,20265,2017-12-26,4,2,2,3,2,3,2,18
REV-142544,20265,2018-12-06,3,1,2,2,2,3,3,18
REV-142545,20265,2019-12-27,3,2,2,2,3,2,3,18
REV-142546,20265,2020-12-11,2,1,2,1,3,3,1,18
REV-142547,20265,2021-12-04,3,1,2,2,4,4,2,18
REV-142548,20265,2022-12-24,3,2,1,2,3,2,2,18
REV-142549,20265,2023-12-11,3,1,2,3,2,3,2,16
REV-142550,20266,2021-12-21,3,2,2,1,4,1,2,11
REV-142551,20266,2022-12-12,3,3,2,2,4,2,4,11
REV-142552,20266,2023-12-27,3,3,1,1,4,1,4,14
REV-142553,20267,2017-12-01,4,1,3,1,4,2,2,11
REV-142554,20267,2018-12-25,4,1,3,1,4,3,2,15
REV-142555,20267,2019-12-01,2,1,3,1,4,4,3,11
REV-142556,20267,2020-12-03,3,2,3,1,3,4,1,11
REV-142557,20267,2021-12-25,3,1,4,1,4,4,1,11
REV-142558,20267,2022-12-12,4,1,3,2,3,3,2,13
REV-142559,20267,2023-12-24,4,1,3,1,4,4,3,11
REV-142560,20268,2023-12-12,2,3,1,1,4,3,2,15
REV-142561,20269,2019-12-06,2,5,3,4,2,3,3,13
REV-142562,20269,2020-12-27,3,5,3,4,3,3,4,15
REV-142563,20269,2021-12-25,4,4,4,4,3,3,2,15
REV-142564,20269,2022-12-27,4,4,4,5,4,3,2,15
REV-142565,20269,2023-12-12,3,5,3,4,3,3,4,15
REV-142566,20270,2019-12-04,3,2,3,3,1,3,5,16
REV-142567,20270,2020-12-06,3,2,4,4,2,3,6,14
REV-142568,20270,2021-12-18,4,3,2,3,2,3,6,16
REV-142569,20270,2022-12-08,2,4,4,4,2,3,5,16
REV-142570,20270,2023-12-21,3,3,3,3,2,4,5,12
REV-142571,20271,2019-12-13,4,3,1,5,2,3,2,18
REV-142572,20271,2020-12-02,3,4,1,4,3,4,2,20
REV-142573,20271,2021-12-02,2,4,1,4,2,3,4,20
REV-142574,20271,2022-12-03,4,5,1,4,3,3,3,16
REV-142575,20271,2023-12-03,3,4,1,5,3,3,2,16
REV-142576,20272,2021-12-03,2,4,4,4,2,2,3,18
REV-142577,20272,2022-12-15,3,3,5,3,3,3,5,14
REV-142578,20272,2023-12-23,3,4,5,4,3,3,3,14
REV-142579,20273,2021-12-22,3,2,4,4,1,2,2,17
REV-142580,20273,2022-12-08,3,2,4,3,2,3,2,15
REV-142581,20273,2023-12-17,3,4,3,3,1,2,3,15
REV-142582,20274,2014-12-07,4,3,1,3,4,3,5,23
REV-142583,20274,2015-12-06,3,4,2,2,3,3,5,19
REV-142584,20274,2016-12-15,4,3,2,3,4,3,4,23
REV-142585,20274,2017-12-02,5,2,2,3,3,3,6,19
REV-142586,20274,2018-12-04,4,3,2,3,4,3,4,19
REV-142587,20274,2019-12-07,5,3,2,2,4,3,4,19
REV-142588,20274,2020-12-18,3,3,2,3,3,3,5,21
REV-142589,20274,2021-12-22,4,4,2,4,4,2,6,23
