assignment_id,employee_id,project_id,assignment_role,allocation_percentage,start_date,end_date
ASN-39093,2075,PRJ-1036,Contributor,100,2021-12-19,
ASN-39094,22422,PRJ-0583,Contributor,25,2018-01-17,2018-04-28
ASN-39095,12435,PRJ-0927,Contributor,75,2022-01-04,
ASN-39096,13156,PRJ-2183,Contributor,100,2022-03-19,
ASN-39097,2313,PRJ-2307,Contributor,100,2018-05-29,
ASN-39098,3475,PRJ-0916,Contributor,50,2021-07-23,
ASN-39099,14172,PRJ-1987,Contributor,100,2022-01-04,2023-08-22
ASN-39100,3261,PRJ-1775,Contributor,50,2020-11-21,
ASN-39101,21223,PRJ-1464,Contributor,75,2018-11-26,2020-01-23
ASN-39102,16342,PRJ-0151,Contributor,50,2022-06-20,
ASN-39103,5619,PRJ-1505,Contributor,100,2021-06-08,2023-08-01
ASN-39104,12998,PRJ-0868,Consultant,50,2021-07-13,
ASN-39105,1351,PRJ-0142,Reviewer,50,2018-11-23,2021-05-13
ASN-39106,9286,PRJ-2299,Reviewer,100,2020-04-23,
ASN-39107,6049,PRJ-0907,Contributor,100,2019-02-18,
ASN-39108,24316,PRJ-1071,Contributor,25,2022-01-04,2022-05-06
ASN-39109,8142,PRJ-0094,Reviewer,50,2019-06-07,
ASN-39110,11289,PRJ-0761,Contributor,50,2023-01-13,
ASN-39111,23708,PRJ-0356,Reviewer,100,2020-01-12,
ASN-39112,22162,PRJ-0532,Reviewer,100,2021-01-19,2021-04-21
ASN-39113,1855,PRJ-2018,Contributor,100,2021-11-11,2022-04-25
ASN-39114,18651,PRJ-1453,Consultant,50,2021-09-14,
ASN-39115,16945,PRJ-0917,Reviewer,50,2018-01-30,
ASN-39116,7547,PRJ-2112,Contributor,50,2018-04-04,
ASN-39117,21372,PRJ-1493,Contributor,100,2022-01-19,
ASN-39118,15554,PRJ-0727,Contributor,100,2019-11-18,2021-10-13
ASN-39119,7208,PRJ-1555,Contributor,25,2020-01-08,
ASN-39120,6487,PRJ-0766,Contributor,25,2020-08-27,
ASN-39121,18768,PRJ-1610,Contributor,100,2020-02-18,
ASN-39122,6148,PRJ-0923,Contributor,50,2019-07-13,
ASN-39123,10018,PRJ-0653,Contributor,100,2019-02-02,
ASN-39124,15095,PRJ-0905,Contributor,50,2022-04-06,2023-01-13
ASN-39125,7665,PRJ-0746,Lead,50,2022-01-07,
ASN-39126,14574,PRJ-0940,Contributor,50,2019-01-13,2021-10-11
ASN-39127,1684,PRJ-0088,Consultant,50,2020-09-15,2020-11-22
ASN-39128,9391,PRJ-1834,Contributor,50,2019-02-07,2022-01-05
ASN-39129,1010,PRJ-0563,Reviewer,50,2018-07-22,2019-04-03
ASN-39130,15821,PRJ-1269,Reviewer,100,2018-01-25,
ASN-39131,9900,PRJ-1491,Consultant,25,2020-01-14,
ASN-39132,18657,PRJ-1466,Lead,100,2021-07-02,2023-08-13
ASN-39133,2613,PRJ-0442,Contributor,100,2022-01-04,2022-05-10
ASN-39134,23809,PRJ-1950,Consultant,100,2018-12-02,
ASN-39135,7227,PRJ-1573,Reviewer,100,2021-10-28,
ASN-39136,22448,PRJ-0559,Contributor,25,2018-01-01,2018-05-02
ASN-39137,4342,PRJ-0943,Contributor,100,2022-09-20,2023-05-18
ASN-39138,17927,PRJ-1258,Contributor,50,2022-11-13,
ASN-39139,17622,PRJ-0793,Contributor,75,2022-12-10,
ASN-39140,11168,PRJ-2174,Contributor,100,2018-09-12,
ASN-39141,5710,PRJ-0690,Reviewer,25,2022-01-03,
ASN-39142,13241,PRJ-0477,Contributor,100,2019-12-09,
ASN-39143,2264,PRJ-0685,Reviewer,100,2021-02-17,
ASN-39144,16667,PRJ-2420,Contributor,100,2022-01-20,2023-11-23
ASN-39145,7999,PRJ-1144,Contributor,100,2019-11-12,
ASN-39146,16316,PRJ-0542,Contributor,75,2022-11-27,2023-12-19
ASN-39147,7741,PRJ-0179,Contributor,50,2022-01-07,
ASN-39148,10813,PRJ-0748,Reviewer,100,2020-01-09,2020-05-04
ASN-39149,19671,PRJ-2350,Reviewer,100,2019-04-15,
ASN-39150,14229,PRJ-1476,Contributor,25,2022-01-14,2023-02-22
ASN-39151,24748,PRJ-1848,Contributor,100,2021-06-26,
ASN-39152,13533,PRJ-1146,Contributor,25,2020-04-20,2020-07-04
ASN-39153,1883,PRJ-2105,Contributor,100,2019-08-19,
ASN-39154,6188,PRJ-1024,Lead,50,2018-06-15,
ASN-39155,18660,PRJ-1163,Contributor,100,2023-01-12,2023-05-21
ASN-39156,14653,PRJ-1223,Contributor,50,2020-01-01,
ASN-39157,23259,PRJ-1809,Contributor,100,2022-01-06,2022-06-09
ASN-39158,23887,PRJ-1385,Contributor,100,2022-01-02,
ASN-39159,8793,PRJ-0410,Lead,100,2021-11-03,
ASN-39160,20175,PRJ-0646,Consultant,100,2020-03-08,
ASN-39161,18408,PRJ-1552,Contributor,25,2019-02-03,2020-11-09
ASN-39162,16851,PRJ-1639,Reviewer,50,2022-07-09,
ASN-39163,3951,PRJ-1267,Contributor,100,2023-01-11,
ASN-39164,3890,PRJ-1114,Reviewer,100,2021-12-11,
ASN-39165,18977,PRJ-0062,Contributor,100,2020-10-14,2021-03-04
ASN-39166,23017,PRJ-1236,Lead,50,2020-01-15,
ASN-39167,9212,PRJ-0248,Consultant,50,2018-05-31,
ASN-39168,22743,PRJ-1728,Reviewer,50,2018-05-11,2022-11-16
ASN-39169,17932,PRJ-0497,Contributor,50,2021-03-25,
ASN-39170,23554,PRJ-2104,Contributor,100,2021-01-12,2023-12-17
ASN-39171,21134,PRJ-0459,Contributor,100,2020-06-22,
ASN-39172,13090,PRJ-1567,Contributor,50,2020-04-07,2022-08-08
ASN-39173,15567,PRJ-1413,Lead,100,2021-01-06,
ASN-39174,4437,PRJ-1734,Contributor,25,2021-05-24,2022-03-27
ASN-39175,17088,PRJ-1105,Contributor,50,2019-10-16,
ASN-39176,22935,PRJ-2492,Contributor,25,2019-02-21,
ASN-39177,8498,PRJ-2040,Contributor,100,2022-08-15,2023-04-30
ASN-39178,7637,PRJ-0792,Contributor,100,2022-07-12,2022-07-23
ASN-39179,11980,PRJ-1308,Contributor,50,2020-05-18,2022-10-30
ASN-39180,9066,PRJ-1725,Reviewer,50,2022-01-04,2023-08-21
ASN-39181,1582,PRJ-1575,Reviewer,100,2020-08-16,
ASN-39182,3958,PRJ-0595,Reviewer,25,2021-05-03,
ASN-39183,4591,PRJ-2456,Contributor,25,2021-08-19,
ASN-39184,19717,PRJ-2375,Reviewer,100,2020-05-24,
ASN-39185,14914,PRJ-0942,Contributor,100,2022-08-06,
ASN-39186,18070,PRJ-1200,Contributor,100,2019-08-24,
ASN-39187,9798,PRJ-2037,Consultant,25,2019-03-28,2023-02-20
ASN-39188,7532,PRJ-1814,Contributor,100,2019-12-11,
ASN-39189,13826,PRJ-2431,Contributor,100,2020-07-18,2022-03-06
ASN-39190,6912,PRJ-2395,Contributor,100,2022-11-20,
ASN-39191,5732,PRJ-0272,Contributor,50,2021-10-15,2022-01-14
ASN-39192,17280,PRJ-1285,Consultant,100,2022-09-09,
ASN-39193,14791,PRJ-0396,Lead,50,2020-01-12,2023-02-25
ASN-39194,13456,PRJ-0154,Reviewer,100,2020-02-10,
ASN-39195,11456,PRJ-1091,Reviewer,100,2022-09-16,2023-02-04
ASN-39196,24417,PRJ-1723,Contributor,50,2021-10-30,2022-07-22
ASN-39197,12046,PRJ-0348,Lead,100,2019-11-07,
ASN-39198,18731,PRJ-1087,Reviewer,100,2022-11-07,
ASN-39199,3532,PRJ-2404,Contributor,100,2022-04-21,2023-04-19
ASN-39200,10667,PRJ-1305,Reviewer,100,2020-02-05,
ASN-39201,18246,PRJ-1564,Contributor,50,2021-04-08,
ASN-39202,4853,PRJ-2415,Contributor,25,2022-08-20,2023-11-04
ASN-39203,16415,PRJ-1015,Contributor,100,2019-05-03,2021-07-20
ASN-39204,14282,PRJ-0277,Lead,100,2022-06-03,
ASN-39205,15771,PRJ-0221,Contributor,100,2020-01-12,
ASN-39206,14388,PRJ-1753,Contributor,100,2021-08-23,
ASN-39207,16627,PRJ-2109,Consultant,100,2022-01-17,2022-04-30
ASN-39208,23303,PRJ-1127,Consultant,25,2023-01-13,
ASN-39209,12974,PRJ-1931,Contributor,50,2018-01-10,
ASN-39210,13924,PRJ-2123,Contributor,100,2020-12-05,2021-05-25
ASN-39211,5512,PRJ-0473,Lead,100,2020-05-02,
ASN-39212,5509,PRJ-1025,Reviewer,50,2022-08-30,2023-03-24
ASN-39213,4669,PRJ-0416,Contributor,25,2020-05-15,
ASN-39214,6088,PRJ-1493,Contributor,25,2022-01-16,
ASN-39215,7016,PRJ-1389,Contributor,50,2018-10-16,2019-12-13
ASN-39216,24021,PRJ-1869,Lead,100,2021-01-15,
ASN-39217,6663,PRJ-1698,Contributor,100,2021-01-04,2023-07-13
ASN-39218,11615,PRJ-0017,Reviewer,50,2020-10-12,
ASN-39219,4004,PRJ-1534,Contributor,50,2018-03-02,
ASN-39220,599,PRJ-1463,Lead,100,2022-01-14,
ASN-39221,18580,PRJ-1903,Contributor,25,2018-03-02,
ASN-39222,70,PRJ-1866,Reviewer,25,2022-11-24,
ASN-39223,8140,PRJ-1737,Reviewer,100,2020-04-06,2023-12-05
ASN-39224,9586,PRJ-2251,Reviewer,100,2021-10-27,
ASN-39225,3660,PRJ-0472,Lead,25,2022-01-07,2023-05-12
ASN-39226,5635,PRJ-2462,Consultant,50,2019-04-23,
ASN-39227,18666,PRJ-1699,Reviewer,50,2021-11-21,
ASN-39228,6823,PRJ-0501,Contributor,100,2019-05-17,
ASN-39229,3683,PRJ-0121,Contributor,50,2021-04-10,
ASN-39230,2684,PRJ-1776,Contributor,75,2022-05-21,
ASN-39231,4563,PRJ-0607,Lead,75,2022-01-01,
ASN-39232,4653,PRJ-0350,Contributor,75,2022-12-20,2023-12-18
ASN-39233,13182,PRJ-0820,Contributor,100,2022-02-09,2022-10-15
ASN-39234,21316,PRJ-0784,Contributor,50,2020-01-07,
ASN-39235,9503,PRJ-1847,Lead,50,2020-05-04,2022-05-06
ASN-39236,4714,PRJ-0497,Contributor,100,2021-03-17,
ASN-39237,5414,PRJ-0392,Contributor,50,2019-09-16,2019-12-21
ASN-39238,21985,PRJ-1133,Contributor,100,2021-12-17,
ASN-39239,20488,PRJ-0350,Contributor,100,2022-12-26,2023-12-18
ASN-39240,2076,PRJ-0775,Contributor,75,2022-06-14,2022-11-06
ASN-39241,783,PRJ-1746,Reviewer,100,2022-12-25,2023-06-11
ASN-39242,20191,PRJ-2197,Contributor,100,2021-01-26,
ASN-39243,9526,PRJ-2304,Contributor,100,2022-12-20,2023-10-28
ASN-39244,11910,PRJ-1223,Contributor,25,2019-07-24,
ASN-39245,14963,PRJ-1932,Reviewer,50,2020-10-15,2022-02-13
ASN-39246,15854,PRJ-1467,Contributor,100,2020-04-14,
ASN-39247,17442,PRJ-1873,Contributor,100,2022-03-28,
ASN-39248,2055,PRJ-0344,Contributor,25,2021-05-22,
ASN-39249,14376,PRJ-0677,Lead,100,2021-11-30,
ASN-39250,11594,PRJ-2156,Contributor,75,2020-05-14,
ASN-39251,13197,PRJ-0595,Contributor,75,2021-05-07,
ASN-39252,2110,PRJ-2073,Reviewer,75,2018-05-30,
ASN-39253,23668,PRJ-2331,Contributor,100,2018-07-15,
ASN-39254,1321,PRJ-0938,Consultant,25,2018-10-29,2019-12-12
ASN-39255,14715,PRJ-1991,Consultant,50,2023-01-08,
ASN-39256,24234,PRJ-0238,Contributor,75,2021-01-05,
ASN-39257,15988,PRJ-2364,Contributor,50,2023-01-06,
ASN-39258,4418,PRJ-0840,Reviewer,50,2020-01-15,2021-02-04
ASN-39259,3700,PRJ-0592,Contributor,100,2022-06-26,2022-11-10
ASN-39260,17117,PRJ-1632,Contributor,25,2020-09-15,
ASN-39261,13669,PRJ-1406,Reviewer,50,2020-03-11,
ASN-39262,6563,PRJ-2020,Contributor,25,2023-01-04,
ASN-39263,19934,PRJ-0150,Contributor,50,2022-04-27,
ASN-39264,13648,PRJ-2400,Reviewer,100,2019-02-27,2019-07-01
ASN-39265,16360,PRJ-2490,Contributor,25,2022-05-23,
ASN-39266,22548,PRJ-0395,Consultant,100,2022-01-08,
ASN-39267,22940,PRJ-0006,Contributor,100,2020-06-06,
ASN-39268,14203,PRJ-0220,Contributor,25,2018-01-15,
ASN-39269,21763,PRJ-0012,Consultant,25,2021-10-22,
ASN-39270,8797,PRJ-1409,Lead,50,2020-06-09,2022-08-19
ASN-39271,1723,PRJ-0458,Contributor,75,2022-03-17,
ASN-39272,10597,PRJ-2273,Contributor,100,2022-03-22,
ASN-39273,14537,PRJ-2384,Contributor,50,2018-08-17,
ASN-39274,11675,PRJ-0167,Contributor,100,2023-01-01,2023-04-09
ASN-39275,15648,PRJ-1862,Contributor,25,2022-01-14,
ASN-39276,2813,PRJ-1974,Contributor,50,2022-01-14,2022-10-30
ASN-39277,9774,PRJ-1945,Contributor,50,2020-05-01,
ASN-39278,23922,PRJ-2196,Contributor,25,2018-04-07,
ASN-39279,2279,PRJ-0036,Reviewer,50,2022-03-26,
ASN-39280,15455,PRJ-0990,Lead,100,2021-09-26,
ASN-39281,2351,PRJ-2356,Contributor,50,2020-01-19,
ASN-39282,3624,PRJ-0642,Contributor,50,2020-07-06,
ASN-39283,6531,PRJ-0240,Lead,50,2018-07-15,
ASN-39284,17099,PRJ-0917,Contributor,100,2020-01-14,
ASN-39285,15988,PRJ-0856,Reviewer,75,2023-01-08,
ASN-39286,925,PRJ-2352,Contributor,50,2020-01-24,2020-07-15
ASN-39287,19547,PRJ-0554,Consultant,100,2022-01-09,
ASN-39288,20538,PRJ-1886,Contributor,25,2018-01-05,
ASN-39289,4530,PRJ-1325,Contributor,25,2020-11-10,
ASN-39290,12271,PRJ-1229,Reviewer,75,2022-01-06,2022-04-16
ASN-39291,18954,PRJ-0195,Consultant,25,2019-06-14,
ASN-39292,2816,PRJ-1899,Reviewer,50,2021-12-14,
ASN-39293,23357,PRJ-1426,Contributor,50,2019-07-06,2019-11-02
ASN-39294,4579,PRJ-2300,Consultant,50,2020-07-10,
ASN-39295,4463,PRJ-1972,Contributor,100,2020-04-14,2020-07-05
ASN-39296,889,PRJ-1307,Contributor,50,2022-10-21,
ASN-39297,22333,PRJ-2255,Reviewer,50,2021-07-20,2021-11-30
ASN-39298,19863,PRJ-0500,Contributor,100,2018-04-05,
ASN-39299,19974,PRJ-1167,Lead,100,2022-01-28,
ASN-39300,13643,PRJ-0019,Reviewer,25,2020-09-15,
ASN-39301,1724,PRJ-0687,Reviewer,25,2022-03-02,2023-10-31
ASN-39302,17643,PRJ-2068,Reviewer,75,2019-05-29,
ASN-39303,23411,PRJ-1812,Contributor,50,2022-11-22,2023-01-07
ASN-39304,8603,PRJ-0448,Contributor,50,2020-06-29,
ASN-39305,18615,PRJ-1767,Reviewer,100,2022-09-21,
ASN-39306,23839,PRJ-1125,Reviewer,75,2020-01-12,2021-06-10
ASN-39307,11387,PRJ-0294,Consultant,25,2018-11-25,
ASN-39308,18445,PRJ-1574,Contributor,100,2022-01-07,2023-07-31
ASN-39309,20283,PRJ-0065,Contributor,50,2021-09-05,
ASN-39310,2614,PRJ-0076,Lead,100,2022-01-17,
ASN-39311,23400,PRJ-2075,Contributor,100,2021-08-27,
ASN-39312,10005,PRJ-1639,Contributor,50,2022-07-07,
ASN-39313,23083,PRJ-1300,Reviewer,50,2019-05-21,
ASN-39314,18187,PRJ-1596,Lead,100,2018-10-11,
ASN-39315,15981,PRJ-0083,Contributor,100,2022-07-16,2022-10-10
ASN-39316,12099,PRJ-2054,Contributor,25,2022-11-24,
ASN-39317,678,PRJ-1700,Contributor,50,2021-02-09,
ASN-39318,11103,PRJ-0368,Contributor,100,2021-02-22,
ASN-39319,24472,PRJ-1738,Contributor,100,2020-03-04,
ASN-39320,21098,PRJ-1473,Reviewer,50,2022-01-05,
ASN-39321,7731,PRJ-1931,Contributor,50,2018-01-03,
ASN-39322,10444,PRJ-0370,Consultant,25,2022-01-10,
ASN-39323,3005,PRJ-0278,Consultant,100,2022-10-08,2023-07-18
ASN-39324,15403,PRJ-0340,Reviewer,50,2021-05-14,
ASN-39325,8987,PRJ-0614,Reviewer,50,2021-01-07,2022-09-19
ASN-39326,729,PRJ-1104,Lead,50,2020-07-02,2020-10-28
ASN-39327,14174,PRJ-0793,Reviewer,100,2022-12-07,
ASN-39328,14842,PRJ-0067,Contributor,50,2022-01-04,
ASN-39329,21119,PRJ-0215,Reviewer,100,2020-10-02,2021-07-06
ASN-39330,191,PRJ-0416,Contributor,25,2020-05-17,
ASN-39331,14090,PRJ-0552,Contributor,100,2022-01-04,
ASN-39332,21379,PRJ-1310,Reviewer,50,2021-09-04,2022-07-20
ASN-39333,10189,PRJ-0571,Contributor,25,2019-12-09,
ASN-39334,10300,PRJ-0540,Contributor,100,2020-09-21,2021-07-20
ASN-39335,20251,PRJ-1261,Contributor,50,2022-10-20,2023-11-22
ASN-39336,13691,PRJ-0117,Reviewer,100,2020-01-10,2020-02-11
ASN-39337,13741,PRJ-2199,Consultant,100,2022-06-19,
ASN-39338,10302,PRJ-1107,Reviewer,100,2022-08-01,2022-11-27
ASN-39339,6040,PRJ-1753,Contributor,25,2022-01-13,
ASN-39340,6446,PRJ-1244,Contributor,25,2022-01-11,
ASN-39341,8830,PRJ-1309,Contributor,100,2021-10-19,2022-03-18
ASN-39342,4046,PRJ-1778,Contributor,25,2020-04-12,
ASN-39343,22700,PRJ-2482,Reviewer,100,2019-04-09,
ASN-39344,5625,PRJ-2368,Reviewer,100,2021-09-22,
ASN-39345,20543,PRJ-1635,Reviewer,100,2018-09-24,
ASN-39346,11012,PRJ-0242,Contributor,100,2022-12-01,
ASN-39347,20496,PRJ-0465,Contributor,100,2020-05-03,
ASN-39348,6835,PRJ-2251,Contributor,75,2021-10-29,
ASN-39349,9034,PRJ-0549,Contributor,100,2019-05-28,2022-09-09
ASN-39350,20336,PRJ-1469,Contributor,100,2021-01-13,
ASN-39351,21605,PRJ-0858,Consultant,50,2020-12-30,2023-06-23
ASN-39352,20443,PRJ-1879,Contributor,50,2021-08-10,
ASN-39353,3248,PRJ-0786,Consultant,75,2019-01-06,2022-01-26
ASN-39354,17601,PRJ-0541,Reviewer,100,2019-01-07,2022-04-25
ASN-39355,22477,PRJ-1906,Contributor,50,2020-01-07,
ASN-39356,7981,PRJ-0572,Lead,50,2020-06-09,2020-09-28
ASN-39357,5587,PRJ-1510,Contributor,25,2021-01-10,
ASN-39358,23461,PRJ-2453,Contributor,25,2020-03-09,
ASN-39359,7941,PRJ-0657,Contributor,100,2018-11-19,2019-01-15
ASN-39360,18607,PRJ-0949,Contributor,75,2022-11-21,
ASN-39361,9450,PRJ-0015,Contributor,100,2022-08-17,
ASN-39362,7980,PRJ-1105,Reviewer,75,2019-10-08,
ASN-39363,1515,PRJ-0307,Contributor,50,2022-09-25,2023-09-15
ASN-39364,24993,PRJ-0705,Contributor,100,2019-01-13,
ASN-39365,12739,PRJ-0397,Contributor,50,2022-01-13,2022-12-21
ASN-39366,2884,PRJ-0678,Contributor,25,2020-03-31,2023-12-23
ASN-39367,3827,PRJ-0211,Reviewer,100,2018-12-03,
ASN-39368,12568,PRJ-0399,Contributor,100,2018-12-30,2019-10-08
ASN-39369,4340,PRJ-1397,Contributor,100,2022-05-22,
ASN-39370,675,PRJ-0258,Contributor,75,2022-01-13,
ASN-39371,22674,PRJ-2163,Reviewer,100,2021-05-03,2021-08-19
ASN-39372,15427,PRJ-0334,Contributor,100,2020-12-31,2023-07-15
ASN-39373,16487,PRJ-0349,Contributor,50,2020-12-05,2021-10-28
ASN-39374,10550,PRJ-2281,Lead,100,2020-03-29,
ASN-39375,3994,PRJ-0449,Contributor,75,2021-12-09,
ASN-39376,12220,PRJ-0828,Contributor,50,2020-04-07,
ASN-39377,3709,PRJ-2146,Contributor,50,2020-01-09,2021-11-13
ASN-39378,1496,PRJ-0462,Contributor,100,2019-09-09,2021-04-26
ASN-39379,3393,PRJ-0500,Contributor,50,2018-04-09,
ASN-39380,11699,PRJ-1062,Contributor,100,2021-01-09,
ASN-39381,7538,PRJ-1266,Contributor,100,2022-01-12,2022-02-09
ASN-39382,2786,PRJ-1075,Reviewer,25,2018-12-25,
ASN-39383,22204,PRJ-1999,Contributor,100,2018-12-22,
ASN-39384,20044,PRJ-0127,Contributor,50,2019-08-06,2020-01-14
ASN-39385,21265,PRJ-1127,Reviewer,50,2020-06-10,
ASN-39386,5589,PRJ-1990,Consultant,50,2018-09-29,
ASN-39387,4803,PRJ-2484,Consultant,100,2021-01-01,2021-12-22
ASN-39388,15212,PRJ-1409,Consultant,100,2020-06-17,2022-08-19
ASN-39389,4892,PRJ-0085,Reviewer,25,2023-01-05,
ASN-39390,12761,PRJ-1383,Reviewer,50,2020-05-18,2022-11-16
ASN-39391,3526,PRJ-0786,Contributor,25,2022-01-15,2022-01-26
ASN-39392,19902,PRJ-2075,Contributor,50,2023-01-11,
ASN-39393,4778,PRJ-0072,Contributor,100,2020-08-14,
ASN-39394,4190,PRJ-1450,Contributor,100,2020-11-04,2021-08-14
ASN-39395,13024,PRJ-1030,Reviewer,100,2022-08-12,2022-08-31
ASN-39396,23318,PRJ-1114,Consultant,100,2022-01-14,
ASN-39397,22522,PRJ-1616,Contributor,50,2021-07-29,2023-03-19
ASN-39398,22639,PRJ-1619,Contributor,100,2022-02-25,
ASN-39399,18298,PRJ-0152,Contributor,75,2019-12-11,2020-02-12
ASN-39400,10650,PRJ-1236,Contributor,25,2021-01-15,
ASN-39401,23720,PRJ-1287,Contributor,75,2020-01-02,
ASN-39402,13878,PRJ-1406,Contributor,75,2020-03-07,
ASN-39403,1151,PRJ-2105,Consultant,100,2020-01-02,
ASN-39404,14302,PRJ-2474,Reviewer,25,2020-08-11,2022-11-24
ASN-39405,4138,PRJ-1647,Consultant,50,2022-04-26,2022-07-28
ASN-39406,20521,PRJ-0142,Contributor,100,2018-11-22,2021-05-13
ASN-39407,24114,PRJ-1548,Contributor,50,2020-09-20,
ASN-39408,1511,PRJ-1885,Consultant,75,2022-07-15,2022-10-10
ASN-39409,13983,PRJ-1032,Contributor,75,2023-01-01,
ASN-39410,3916,PRJ-1210,Contributor,100,2021-04-05,2021-06-11
ASN-39411,14735,PRJ-1077,Reviewer,75,2021-03-17,2021-03-21
ASN-39412,22710,PRJ-2185,Reviewer,100,2018-10-24,2019-03-31
ASN-39413,19637,PRJ-2222,Reviewer,100,2020-08-10,2020-09-29
ASN-39414,10958,PRJ-0219,Reviewer,100,2019-01-11,2021-10-08
ASN-39415,3939,PRJ-0255,Consultant,50,2018-12-23,2020-03-26
ASN-39416,18896,PRJ-0812,Reviewer,50,2022-01-03,2023-08-04
ASN-39417,1074,PRJ-0270,Lead,25,2020-12-14,2020-12-18
ASN-39418,2193,PRJ-1611,Reviewer,100,2019-09-01,
ASN-39419,8208,PRJ-2272,Contributor,100,2021-06-04,
ASN-39420,7384,PRJ-0883,Contributor,75,2020-10-13,2021-03-01
ASN-39421,5172,PRJ-0604,Contributor,100,2022-12-27,
ASN-39422,8299,PRJ-1187,Contributor,100,2020-04-19,
ASN-39423,20699,PRJ-1734,Reviewer,25,2021-05-25,2022-03-27
ASN-39424,6481,PRJ-0701,Contributor,100,2019-06-10,2023-11-15
ASN-39425,12659,PRJ-0073,Reviewer,50,2022-12-12,
ASN-39426,2858,PRJ-0898,Consultant,100,2019-04-05,2019-06-16
ASN-39427,4350,PRJ-2022,Contributor,25,2018-05-24,2018-11-08
ASN-39428,1429,PRJ-0947,Reviewer,100,2022-12-06,2023-07-15
ASN-39429,6724,PRJ-0543,Contributor,100,2018-09-24,2018-10-28
ASN-39430,14011,PRJ-0631,Contributor,50,2018-08-14,
ASN-39431,23164,PRJ-1508,Reviewer,25,2020-07-25,
ASN-39432,15719,PRJ-0878,Contributor,25,2022-01-04,
ASN-39433,14810,PRJ-1279,Lead,25,2020-01-15,
ASN-39434,13273,PRJ-0757,Contributor,100,2018-08-07,
ASN-39435,11829,PRJ-0198,Consultant,50,2022-11-12,
ASN-39436,11664,PRJ-1451,Reviewer,25,2019-08-09,2019-10-10
ASN-39437,7857,PRJ-0082,Reviewer,75,2019-08-20,2020-01-01
ASN-39438,11224,PRJ-1332,Contributor,100,2018-03-07,
ASN-39439,23685,PRJ-1723,Contributor,75,2021-11-02,2022-07-22
ASN-39440,6646,PRJ-2422,Contributor,25,2022-04-15,
ASN-39441,24055,PRJ-0357,Contributor,25,2018-09-25,
ASN-39442,2922,PRJ-1320,Contributor,50,2020-07-27,2022-11-13
ASN-39443,8167,PRJ-0580,Contributor,50,2022-01-08,2022-11-06
ASN-39444,23629,PRJ-0300,Contributor,100,2022-01-13,
ASN-39445,12638,PRJ-0646,Contributor,25,2020-03-11,
ASN-39446,13767,PRJ-2168,Contributor,25,2020-08-25,2022-09-12
ASN-39447,879,PRJ-2234,Contributor,100,2022-01-10,
ASN-39448,10705,PRJ-0308,Reviewer,100,2022-08-22,2023-02-13
ASN-39449,8503,PRJ-0234,Contributor,100,2021-01-02,2022-01-10
ASN-39450,15267,PRJ-1035,Reviewer,50,2018-03-23,2023-11-15
ASN-39451,15301,PRJ-2223,Contributor,50,2019-07-06,2023-10-27
ASN-39452,1322,PRJ-0643,Reviewer,100,2022-01-02,
ASN-39453,11589,PRJ-1922,Contributor,100,2022-12-13,2023-01-22
ASN-39454,20760,PRJ-1026,Reviewer,75,2020-12-29,
ASN-39455,15047,PRJ-1736,Contributor,25,2022-01-07,
ASN-39456,21390,PRJ-0182,Contributor,100,2021-12-10,
ASN-39457,10807,PRJ-0942,Consultant,75,2022-08-08,
ASN-39458,8463,PRJ-0350,Reviewer,50,2022-12-25,2023-12-18
ASN-39459,22021,PRJ-1406,Reviewer,25,2020-03-10,2020-04-20
ASN-39460,5221,PRJ-1221,Consultant,100,2021-07-20,2021-10-30
ASN-39461,19412,PRJ-1546,Consultant,75,2021-03-16,
ASN-39462,3125,PRJ-0225,Contributor,100,2022-01-17,
ASN-39463,18138,PRJ-1752,Lead,25,2018-02-26,
ASN-39464,8187,PRJ-1747,Contributor,25,2022-10-15,
ASN-39465,5100,PRJ-0286,Reviewer,25,2020-03-12,
ASN-39466,20720,PRJ-1355,Contributor,25,2023-01-10,2023-02-28
ASN-39467,19670,PRJ-0193,Contributor,75,2021-05-01,2021-11-12
ASN-39468,8553,PRJ-1169,Contributor,25,2019-04-29,
ASN-39469,11628,PRJ-0671,Contributor,100,2019-11-16,
ASN-39470,17236,PRJ-1862,Contributor,100,2022-01-06,
ASN-39471,17244,PRJ-0612,Contributor,50,2018-07-11,2023-09-16
ASN-39472,12989,PRJ-0901,Contributor,50,2019-11-16,2021-09-01
ASN-39473,1351,PRJ-1647,Contributor,50,2022-04-26,2022-07-28
ASN-39474,12277,PRJ-0051,Contributor,50,2021-12-24,2022-05-20
ASN-39475,11740,PRJ-0128,Contributor,50,2021-10-10,
ASN-39476,21303,PRJ-1676,Contributor,50,2021-01-05,
ASN-39477,5731,PRJ-1778,Contributor,50,2022-01-02,
ASN-39478,12385,PRJ-1070,Contributor,50,2018-04-05,
ASN-39479,327,PRJ-0234,Lead,100,2020-01-07,2022-01-10
ASN-39480,2121,PRJ-2496,Contributor,25,2020-05-13,
ASN-39481,994,PRJ-0584,Reviewer,25,2021-08-27,2021-09-30
ASN-39482,21760,PRJ-1467,Lead,25,2020-04-16,2020-07-03
ASN-39483,18151,PRJ-0503,Contributor,25,2018-11-17,
ASN-39484,12621,PRJ-0922,Contributor,25,2019-01-02,
ASN-39485,15779,PRJ-0285,Contributor,50,2019-03-10,2022-02-12
